council,council_lead,fmp,stock_orig,stock,species,completed_by,QC_by,FSSI_yn,prohibited_yn,allocation_yn,country_list,country_notes,state_list,state_yrs,state_notes,area_list,area_yrs,area_notes,sector_type,sector_list,sector_yrs,sector_basis,sector_notes,subsector_list_rec,subsector_list_comm,subsector_yrs,subsector_notes,rsa_notes,bycatch_notes,effort_alloc_notes,season_list,season_yrs,season_notes,shares_yn,shares_start_yr,shares_basis,shares_yrs,share_cap,shares_transfer_yn,shares_owner,share_management,share_new_entrants,shares_notes,source,notes,Species1,Species2,Species3,Species4,Species5,Species6,Species7,Species8,Species9,Species10,Species11,Species12,Species13,Species14,Species15,Species16,Species17,Species18,Species19,Species20,Species21,Species22,Species23,Species24,Species25,Species26,Species27,Species28
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Pacific ocean perch - Bering Sea / Aleutian Islands,Pacific ocean perch - Bering Sea / Aleutian Islands,Sebastes alutus,ZJK,,y,n,y,,,,,,BS; EAI; CAI; WAI,,,,,,,,,CDQ; non-CDQ,,Only AI portion allocated to CDQ,,,,,,,y,2008,historical,Best 5 of 1998 - 2004,person = 30%; vessel = 20%,y,individual_cooperative,NPFMC,,"only Aleutian Island; individuals can transfer ownership of quota to cooperatives annually; Transfers must be approved by NMFS before they become effective. Once a CQ transfer has been approved by NMFS, the CQ account of the transferring cooperative is debited and the CQ account of the receiving cooperative is credited.",,,Sebastes alutus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Pacific ocean perch - Gulf of Alaska,Pacific ocean perch - Gulf of Alaska,Sebastes alutus,ZJK,,y,n,y,,,,,,Western; Central; West Yacutat; Southeast Outside District,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,Central: Longline; CV; CP,,"Catch share program in Central GOA sets defacto allocations between CV and CP, but based on QS",,,,,,,y,,historical,"2000-2006 (best 5); 2007,2007, or 2008 for entry level trawl participants",,y; but not between all entities,cooperative,,,,,,Sebastes alutus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Pacific ocean perch - Pacific Coast,Pacific ocean perch - Pacific Coast,Sebastes alutus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes alutus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Brown rockfish - Pacific Coast,Brown rockfish - Pacific Coast,Sebastes auriculatus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes auriculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Aurora rockfish - Pacific Coast,Aurora rockfish - Pacific Coast,Sebastes aurora,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish North,Minor Slope Rockfish - North,"Sebastes aurora, Sebastes rufus, Sebastes melanostomus, Sebastes crameri, Sebastes alutus, Sebastes babcocki, Sebastes aleutianus, Sebastes zacentrus, Sebastes borealis, Sebastes diploproa, Sebastes reedi",,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes aurora,Sebastes rufus,Sebastes melanostomus,Sebastes crameri,Sebastes alutus,Sebastes babcocki,Sebastes aleutianus,Sebastes zacentrus,Sebastes borealis,Sebastes diploproa,Sebastes reedi,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish South,Minor Slope Rockfish - South,"Sebastes aurora, Sebastes rufus, Sebastes melanostomus, Sebastes crameri, Sebastes alutus, Sebastes babcocki, Sebastes aleutianus, Sebastes zacentrus, Sebastes borealis, Sebastes diploproa, Sebastes reedi",,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes aurora,Sebastes rufus,Sebastes melanostomus,Sebastes crameri,Sebastes alutus,Sebastes babcocki,Sebastes aleutianus,Sebastes zacentrus,Sebastes borealis,Sebastes diploproa,Sebastes reedi,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Shortraker rockfish - Bering Sea / Aleutian Islands,Shortraker rockfish - Bering Sea / Aleutian Islands,Sebastes borealis,ZJK,,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Shortraker rockfish - Gulf of Alaska,Shortraker rockfish - Gulf of Alaska,Sebastes borealis,ZJK,,y,n,y,,,,,,Western; Central; Eastern,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,Central: Longline; CV; CP,,"Catch share program in Central GOA sets defacto allocations between CV and CP, but based on QS",,,,,,,y,,,"considered ""secondary"" species in catch share program, and therefore don't get individual quota, rather, CV and CP subsectors participating in Program get a portion of overall TAC for these bycatch species",,,,,,,,,Sebastes borealis,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Northern California Gopher / Black-and-Yellow Rockfish Complex,Gopher / Black-and-Yellow Rockfish Complex - Northern California,"Sebastes carnatus, Sebastes chrysomelas",,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes carnatus,Sebastes chrysomelas,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Copper rockfish - Pacific Coast,Copper rockfish - Pacific Coast,Sebastes caurinus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes caurinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Greenspotted rockfish - Pacific Coast,Greenspotted rockfish - Pacific Coast,Sebastes chlorostictus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes chlorostictus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Dusky rockfish - Gulf of Alaska,Dusky rockfish - Gulf of Alaska,Sebastes ciliatus,ZJK,,y,n,y,,,,,,Western; Central; West Yacutat; Southeast Outside District,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,Central: Longline; CV; CP,,"Catch share program in Central GOA sets defacto allocations between CV and CP, but based on QS",,,,,,,y,,historical,"2000-2006 (best 5); 2007,2007, or 2008 for entry level trawl participants",,y; but not between all entities,cooperative,,,,,,Sebastes ciliatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Darkblotched rockfish - Pacific Coast,Darkblotched rockfish - Pacific Coast,Sebastes crameri,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes crameri,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Splitnose rockfish - Pacific Coast,Splitnose rockfish - Pacific Coast,Sebastes diploproa,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes diploproa,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Greenstriped rockfish - Pacific Coast,Greenstriped rockfish - Pacific Coast,Sebastes elongatus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes elongatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Widow rockfish - Pacific Coast,Widow rockfish - Pacific Coast,Sebastes entomelas,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes entomelas,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC,NEFMC,Northeast Multispecies,Acadian redfish - Gulf of Maine / Georges Bank,Acadian redfish - Gulf of Maine / Georges Bank,Sebastes fasciatus,ZJK,,y,,y,,,,,,,,,,,,,,,"catch share: sector (98%), common pool (2%)",,implicit (set by catch shares),,,common pool subsector,"Trimester 1 (25%), Trimester 2 (31%), Trimester 3 (44%)",apportioned to each trimester according to seasonal fishing effort,"common pool subsector only, set in mt for 2024, converted to percents",y,,historical,Potential Sector Contributions summed to sector allocations based on historical catch from 1996-2006 ,,y,sector,,,,New England Multispecies Sectors Catch Share (2010) https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/sector-management-northeast-multispecies-fishery ; https://www.fisheries.noaa.gov/new-england-mid-atlantic/commercial-fishing/northeast-multispecies-common-pool-fishery,,Sebastes fasciatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Yellowtail rockfish - Northern Pacific Coast,Yellowtail rockfish - Northern Pacific Coast,Sebastes flavidus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes flavidus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Chilipepper - Southern Pacific Coast,Chilipepper - Southern Pacific Coast,Sebastes goodei,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes goodei,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Shortbelly rockfish - Pacific Coast,Shortbelly rockfish - Pacific Coast,Sebastes jordani,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes jordani,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Cowcod - Southern California,Cowcod - Southern California,Sebastes levis,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes levis,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - California,Black rockfish - California,Sebastes melanops,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Oregon,Black rockfish - Oregon,Sebastes melanops,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Washington,Black rockfish - Washington,Sebastes melanops,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Bering Sea / Aleutian Islands Other Rockfish Complex,Other Rockfish Complex - Bering Sea / Aleutian Islands,"Sebastes melanops, Sebastes babcocki, Sebastes crameri, Sebastes ruberrimus, Sebastes variegatus, Sebastes proriger, Sebastes variabilis, Sebastolobus alascanus, Sebastolobus altivelis",ZJK,,n,n,y,,,,,,BS; AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,Sebastes babcocki,Sebastes crameri,Sebastes ruberrimus,Sebastes variegatus,Sebastes proriger,Sebastes variabilis,Sebastolobus alascanus,Sebastolobus altivelis,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish North,Minor Nearshore Rockfish - North,"Sebastes melanops, Sebastes chrysomelas, Sebastes mystinus, Sebastes auriculatus, Sebastes dallii, Sebastes nebulosus, Sebastes caurinus, Sebastes carnatus, Sebastes rastrelliger, Sebastes atrovirens, Sebastes serranoides, Sebastes maliger, Sebastes serriceps",,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,Sebastes chrysomelas,Sebastes mystinus,Sebastes auriculatus,Sebastes dallii,Sebastes nebulosus,Sebastes caurinus,Sebastes carnatus,Sebastes rastrelliger,Sebastes atrovirens,Sebastes serranoides,Sebastes maliger,Sebastes serriceps,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish South,Minor Nearshore Rockfish - South,"Sebastes melanops, Sebastes chrysomelas, Sebastes mystinus, Sebastes auriculatus, Sebastes dallii, Sebastes nebulosus, Sebastes caurinus, Sebastes carnatus, Sebastes rastrelliger, Sebastes atrovirens, Sebastes serranoides, Sebastes maliger, Sebastes serriceps",,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanops,Sebastes chrysomelas,Sebastes mystinus,Sebastes auriculatus,Sebastes dallii,Sebastes nebulosus,Sebastes caurinus,Sebastes carnatus,Sebastes rastrelliger,Sebastes atrovirens,Sebastes serranoides,Sebastes maliger,Sebastes serriceps,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Blackgill rockfish - Southern California,Blackgill rockfish - Southern California,Sebastes melanostictus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanostictus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex,Blackspotted and Rougheye Rockfish Complex - Bering Sea / Aleutian Islands,"Sebastes melanostictus, Sebastes aleutianus",ZJK,,n,n,y,,,,,,BS + EAI; CAI + WAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanostictus,Sebastes aleutianus,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,Blackspotted and Rougheye Rockfish Complex - Gulf of Alaska,"Sebastes melanostictus, Sebastes aleutianus",ZJK,,y,n,y,,,,,,Western; Central; Eastern,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,Central: Longline; CV; CP,,"Catch share program in Central GOA sets defacto allocations between CV and CP, but based on QS",,,,,,,y,,,"considered ""secondary"" species in catch share program, and therefore don't get individual quota, rather, CV and CP subsectors participating in Program get a portion of overall TAC for these bycatch species",,,,,,,,,Sebastes melanostictus,Sebastes aleutianus,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Pacific Coast Blackspotted and Rougheye Rockfish Complex,Blackspotted and Rougheye Rockfish Complex - Pacific Coast,"Sebastes melanostictus, Sebastes aleutianus",,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes melanostictus,Sebastes aleutianus,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Vermilion rockfish - California,Vermilion rockfish - California,Sebastes miniatus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes miniatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,California Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - California,"Sebastes mystinus, Sebastes diaconus",,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes mystinus,Sebastes diaconus,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Oregon Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - Oregon,"Sebastes mystinus, Sebastes diaconus",,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes mystinus,Sebastes diaconus,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Central Pacific Coast,China rockfish - Central Pacific Coast,Sebastes nebulosus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes nebulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Northern Pacific Coast,China rockfish - Northern Pacific Coast,Sebastes nebulosus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes nebulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Southern Pacific Coast,China rockfish - Southern Pacific Coast,Sebastes nebulosus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes nebulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Bocaccio - Southern Pacific Coast,Bocaccio - Southern Pacific Coast,Sebastes paucispinis,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes paucispinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Canary rockfish - Pacific Coast,Canary rockfish - Pacific Coast,Sebastes pinniger,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes pinniger,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,Northern rockfish - Bering Sea / Aleutian Islands,Northern rockfish - Bering Sea / Aleutian Islands,Sebastes polyspinis,ZJK,,y,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes polyspinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Northern rockfish - Western / Central Gulf of Alaska,Northern rockfish - Western / Central Gulf of Alaska,Sebastes polyspinis,ZJK,,y,n,y,,,,,,Western; Central,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,Central: Longline; CV; CP,,"Catch share program in Central GOA sets defacto allocations between CV and CP, but based on QS",,,,,,,y,,historical,"2000-2006 (best 5); 2007,2007, or 2008 for entry level trawl participants",,y; but not between all entities,cooperative,,,,,,Sebastes polyspinis,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish - Pacific Coast,Sebastes ruberrimus,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes ruberrimus,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Gulf of Alaska Demersal Shelf Rockfish Complex,Demersal Shelf Rockfish Complex - Gulf of Alaska,"Sebastes ruberrimus, Sebastes maliger, Sebastes caurinus, Sebastes helvomaculatus, Sebastes pinniger, Sebastes nebulosus, Sebastes nigrocinctus",ZJK,,y,n,n,,,,,,100% Southeast Outside District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% SEO? allocation or no?,Sebastes ruberrimus,Sebastes maliger,Sebastes caurinus,Sebastes helvomaculatus,Sebastes pinniger,Sebastes nebulosus,Sebastes nigrocinctus,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Stripetail rockfish - Pacific Coast,Stripetail rockfish - Pacific Coast,Sebastes saxicola,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes saxicola,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPFMC,NPFMC,Groundfish of the Gulf of Alaska,Gulf of Alaska Other Rockfish Complex,Other Rockfish Complex - Gulf of Alaska,"Sebastes variegatus, Sebastes babcocki, Sebastes proriger, Sebastes zacentrus, Sebastes brevispinis, Sebastes ruberrimus",ZJK,,y,n,y,,,,,,Western/Central; Western Yakutat; Southeast Outside District,,not confident these are allocations? just individual TACs? (I guess that's an allocation?),,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes variegatus,Sebastes babcocki,Sebastes proriger,Sebastes zacentrus,Sebastes brevispinis,Sebastes ruberrimus,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Sharpchin rockfish - Pacific Coast,Sharpchin rockfish - Pacific Coast,Sebastes zacentrus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastes zacentrus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Shortspine thornyhead - Pacific Coast,Shortspine thornyhead - Pacific Coast,Sebastolobus alascanus,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastolobus alascanus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Longspine thornyhead - Pacific Coast,Longspine thornyhead - Pacific Coast,Sebastolobus altivelis,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastolobus altivelis,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Greater amberjack - Gulf of Mexico,Greater amberjack - Gulf of Mexico,Seriola dumerili,ZJK,,y,,y,,,,,,,,,explicit,"recreational (80%), commercial (20%)",1993-2019,,,,,,,,,,,,,,,,,,,,,,,,,Seriola dumerili,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Greater amberjack - Southern Atlantic Coast,Greater amberjack - Southern Atlantic Coast,Seriola dumerili,ZJK,,y,,y,,,,,,,,,explicit,"commercial (40.66%), recreational (59.34%)","1986-2008, 2006-2008",catch,,,,,,,,,,,,,,historical,,,,,,,,,,Seriola dumerili,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Reef Fish Resources of the Gulf of Mexico,Gulf of Mexico Jacks Complex,Jacks Complex - Gulf of Mexico,"Seriola fasciata, SeriolaÊrivoliana,ÊSeriola zonata",ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seriola rivoliana,Seriola dumerili,Scadella vimbo,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,South Atlantic Jacks Complex,Jacks Complex - South Atlantic,"Seriola fasciata, SeriolaÊrivoliana,ÊSeriola zonata",ZJK,,n,,y,,,,,,,,,explicit,"commercial, recreational","1986-2008, 2006-2008",catch,species-specific,,,,,,,,,,,,,historical,,,,NA,,,,,,Seriola rivoliana,Seriola dumerili,Scadella vimbo,,,,,,,,,,,,,,,,,,,,,,,,,
SAFMC,SAFMC,Shrimp Fishery of the South Atlantic Region,Brown rock shrimp - Southern Atlantic Coast,Brown rock shrimp - Southern Atlantic Coast,Sicyonia brevirostris,ZJK,,y,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sicyonia brevirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFMC,CFMC,Comprehensive FMP for Puerto Rico in the EEZ,Puerto Rico great barracuda,Great barracuda - Puerto Rico,Sphyraena barracuda,ZJK,,n,,y,,,,,,,,,implicit,"commercial (0.3%), recreational (99.7%)",not specified,,,,,,,,,,,,,,,,,,,,,,,https://www.govinfo.gov/content/pkg/FR-2022-09-13/pdf/2022-19409.pdf,,Sphyraena barracuda,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Scalloped hammerhead - Atlantic and Gulf of Mexico,Scalloped hammerhead - Atlantic and Gulf of Mexico,Sphyrna lewini,ZJK,,y,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fisheries.noaa.gov/action/retention-prohibition-oceanic-whitetip-sharks-us-atlantic-waters-and-hammerhead-sharks-us,,Sphyrna lewini,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Great hammerhead - Atlantic and Gulf of Mexico,Great hammerhead - Atlantic and Gulf of Mexico,Sphyrna mokarran,ZJK,,y,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fisheries.noaa.gov/action/retention-prohibition-oceanic-whitetip-sharks-us-atlantic-waters-and-hammerhead-sharks-us,,Sphyrna mokarran,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Bonnethead - Atlantic,Bonnethead - Atlantic,Sphyrna tiburo,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphyrna tiburo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Bonnethead - Gulf of Mexico,Bonnethead - Gulf of Mexico,Sphyrna tiburo,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphyrna tiburo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic HMS,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,Smooth hammerhead - Atlantic and Gulf of Mexico,Smooth hammerhead - Atlantic and Gulf of Mexico,Sphyrna zygaena,ZJK,,y,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fisheries.noaa.gov/action/retention-prohibition-oceanic-whitetip-sharks-us-atlantic-waters-and-hammerhead-sharks-us,,Sphyrna zygaena,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,Atlantic Surfclam and Ocean Quahog,Atlantic surfclam - Mid-Atlantic Coast,Atlantic surfclam - Mid-Atlantic Coast,Spisula solidissima,CMF,,y,,y,,,,,,,,,,,,,,,,,,,,,,,,y,1988,,1979-1988,,y,vessel,,,,landings and vessel capacity,,Spisula solidissima,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFMC / MAFMC,MAFMC,Spiny Dogfish,Spiny dogfish - Atlantic Coast,Spiny dogfish - Atlantic Coast,Squalus acanthias,CMF,,y,,y,,,"ME-CT (58%), NY (2.7%), NJ (7.6%), DE (0.9%), MD (5.9%), VA (10.8%), NC (14.0%)",,state waters; transferable; static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squalus acanthias,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC,PFMC,Pacific Coast Groundfish,Spiny dogfish - Pacific Coast,Spiny dogfish - Pacific Coast,Squalus acanthias,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Squalus acanthias,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFMC,MAFMC,"Summer Flounder, Scup and Black Sea Bass",Scup - Atlantic Coast,Scup - Atlantic Coast,Stenotomus chrysops,CMF,,y,,y,,,"ME (0.12%), MA (21.59%), RI (56.19%), CT (3.15%), NY (15.82%), NJ (2.91%), MD (0.01%), VA (0.17%), NC (0.05%)",,commercial; summer period,,,,explicit,"commercial (65%), recreational (35%)",1988-1992,catch,,,,,,,,,"Winter I (45.11%), Summer (38.95%), Winter II (15.94%)",,,,,,,,,,,,,,,Stenotomus chrysops,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMFMC,GMFMC,Coral and Coral Reefs of the Gulf of Mexico,Hydrocorals (Stylasteridae) - Gulf of Mexico,Hydrocorals (Stylasteridae) - Gulf of Mexico,Stylasteridae,ZJK,,n,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stylasteridae,,,,,,,,,,,,,,,,,,,,,,,,,,,
